feature_id,table_name,feature,data_type,grain,category,business_definition,calculation,role,modeling_usage,caution,documentation_status
recommendations_topk_model.model_rank_per_customer,recommendations_topk_model,model_rank_per_customer,int64,customer-product Top-K model recommendation,Ranking,Rank of recommendations per customer by model probability.,Sort model_probability descending within ID_Customer; cumulative row number starting at 1.,Model output,,,Exact
recommendations_topk_model.model_probability,recommendations_topk_model,model_probability,float64,customer-product Top-K model recommendation,Recommendation,Classifier score for customer-product affinity.,"Selected model's predict_proba(X_customer)[:, 1].",Model output,,"Current target is all-history purchase and class weights are used; treat this as an uncalibrated affinity score, not a literal future probability.",Exact
recommendations_topk_model.product_group,recommendations_topk_model,product_group,object,customer-product Top-K model recommendation,Recommendation,Hierarchy identifier of the recommendation: grp1 or grp3.,Assigned from the model group being scored.,Model output,,,Exact
recommendations_topk_model.recommended_product,recommendations_topk_model,recommended_product,object,customer-product Top-K model recommendation,Recommendation,Product group recommended to the customer.,Target name after removing the purchase_flag prefix; only products not previously bought are retained.,Model output,,,Exact
recos_grp1_top3_wide.ID_Customer,recos_grp1_top3_wide,ID_Customer,object,customer,Identifier,Unique customer identifier.,Source-system customer key; no calculation.,Key,Excluded from model features; used for joins and output grain.,,Exact
recos_grp1_top3_wide.reco_top1_grp1_expected_order_value,recos_grp1_top3_wide,reco_top1_grp1_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 1 at grp1 level.,Pivoted from expected_order_value where within-customer grp1 model rank = 1.,Business output,,,Exact
recos_grp1_top3_wide.reco_top1_grp1_expected_revenue,recos_grp1_top3_wide,reco_top1_grp1_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 1 at grp1 level.,Pivoted from expected_revenue where within-customer grp1 model rank = 1.,Business output,,,Exact
recos_grp1_top3_wide.reco_top1_grp1_probability,recos_grp1_top3_wide,reco_top1_grp1_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 1 at grp1 level.,Pivoted from model_probability where within-customer grp1 model rank = 1.,Business output,,,Exact
recos_grp1_top3_wide.reco_top1_grp1_product,recos_grp1_top3_wide,reco_top1_grp1_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 1 at grp1 level.,Pivoted from recommended_product where within-customer grp1 model rank = 1.,Business output,,,Exact
recos_grp1_top3_wide.reco_top1_grp1_rank,recos_grp1_top3_wide,reco_top1_grp1_rank,int64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 1 at grp1 level.,Pivoted from rank where within-customer grp1 model rank = 1.,Business output,,,Exact
recos_grp1_top3_wide.reco_top1_grp1_value_method,recos_grp1_top3_wide,reco_top1_grp1_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 1 at grp1 level.,Pivoted from order_value_estimation_method where within-customer grp1 model rank = 1.,Business output,,,Exact
recos_grp1_top3_wide.reco_top2_grp1_expected_order_value,recos_grp1_top3_wide,reco_top2_grp1_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 2 at grp1 level.,Pivoted from expected_order_value where within-customer grp1 model rank = 2.,Business output,,,Exact
recos_grp1_top3_wide.reco_top2_grp1_expected_revenue,recos_grp1_top3_wide,reco_top2_grp1_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 2 at grp1 level.,Pivoted from expected_revenue where within-customer grp1 model rank = 2.,Business output,,,Exact
recos_grp1_top3_wide.reco_top2_grp1_probability,recos_grp1_top3_wide,reco_top2_grp1_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 2 at grp1 level.,Pivoted from model_probability where within-customer grp1 model rank = 2.,Business output,,,Exact
recos_grp1_top3_wide.reco_top2_grp1_product,recos_grp1_top3_wide,reco_top2_grp1_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 2 at grp1 level.,Pivoted from recommended_product where within-customer grp1 model rank = 2.,Business output,,,Exact
recos_grp1_top3_wide.reco_top2_grp1_rank,recos_grp1_top3_wide,reco_top2_grp1_rank,float64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 2 at grp1 level.,Pivoted from rank where within-customer grp1 model rank = 2.,Business output,,,Exact
recos_grp1_top3_wide.reco_top2_grp1_value_method,recos_grp1_top3_wide,reco_top2_grp1_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 2 at grp1 level.,Pivoted from order_value_estimation_method where within-customer grp1 model rank = 2.,Business output,,,Exact
recos_grp1_top3_wide.reco_top3_grp1_expected_order_value,recos_grp1_top3_wide,reco_top3_grp1_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 3 at grp1 level.,Pivoted from expected_order_value where within-customer grp1 model rank = 3.,Business output,,,Exact
recos_grp1_top3_wide.reco_top3_grp1_expected_revenue,recos_grp1_top3_wide,reco_top3_grp1_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 3 at grp1 level.,Pivoted from expected_revenue where within-customer grp1 model rank = 3.,Business output,,,Exact
recos_grp1_top3_wide.reco_top3_grp1_probability,recos_grp1_top3_wide,reco_top3_grp1_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 3 at grp1 level.,Pivoted from model_probability where within-customer grp1 model rank = 3.,Business output,,,Exact
recos_grp1_top3_wide.reco_top3_grp1_product,recos_grp1_top3_wide,reco_top3_grp1_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 3 at grp1 level.,Pivoted from recommended_product where within-customer grp1 model rank = 3.,Business output,,,Exact
recos_grp1_top3_wide.reco_top3_grp1_rank,recos_grp1_top3_wide,reco_top3_grp1_rank,float64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 3 at grp1 level.,Pivoted from rank where within-customer grp1 model rank = 3.,Business output,,,Exact
recos_grp1_top3_wide.reco_top3_grp1_value_method,recos_grp1_top3_wide,reco_top3_grp1_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 3 at grp1 level.,Pivoted from order_value_estimation_method where within-customer grp1 model rank = 3.,Business output,,,Exact
recos_grp3_top3_wide.ID_Customer,recos_grp3_top3_wide,ID_Customer,object,customer,Identifier,Unique customer identifier.,Source-system customer key; no calculation.,Key,Excluded from model features; used for joins and output grain.,,Exact
recos_grp3_top3_wide.reco_top1_grp3_expected_order_value,recos_grp3_top3_wide,reco_top1_grp3_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 1 at grp3 level.,Pivoted from expected_order_value where within-customer grp3 model rank = 1.,Business output,,,Exact
recos_grp3_top3_wide.reco_top1_grp3_expected_revenue,recos_grp3_top3_wide,reco_top1_grp3_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 1 at grp3 level.,Pivoted from expected_revenue where within-customer grp3 model rank = 1.,Business output,,,Exact
recos_grp3_top3_wide.reco_top1_grp3_probability,recos_grp3_top3_wide,reco_top1_grp3_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 1 at grp3 level.,Pivoted from model_probability where within-customer grp3 model rank = 1.,Business output,,,Exact
recos_grp3_top3_wide.reco_top1_grp3_product,recos_grp3_top3_wide,reco_top1_grp3_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 1 at grp3 level.,Pivoted from recommended_product where within-customer grp3 model rank = 1.,Business output,,,Exact
recos_grp3_top3_wide.reco_top1_grp3_rank,recos_grp3_top3_wide,reco_top1_grp3_rank,int64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 1 at grp3 level.,Pivoted from rank where within-customer grp3 model rank = 1.,Business output,,,Exact
recos_grp3_top3_wide.reco_top1_grp3_value_method,recos_grp3_top3_wide,reco_top1_grp3_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 1 at grp3 level.,Pivoted from order_value_estimation_method where within-customer grp3 model rank = 1.,Business output,,,Exact
recos_grp3_top3_wide.reco_top2_grp3_expected_order_value,recos_grp3_top3_wide,reco_top2_grp3_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 2 at grp3 level.,Pivoted from expected_order_value where within-customer grp3 model rank = 2.,Business output,,,Exact
recos_grp3_top3_wide.reco_top2_grp3_expected_revenue,recos_grp3_top3_wide,reco_top2_grp3_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 2 at grp3 level.,Pivoted from expected_revenue where within-customer grp3 model rank = 2.,Business output,,,Exact
recos_grp3_top3_wide.reco_top2_grp3_probability,recos_grp3_top3_wide,reco_top2_grp3_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 2 at grp3 level.,Pivoted from model_probability where within-customer grp3 model rank = 2.,Business output,,,Exact
recos_grp3_top3_wide.reco_top2_grp3_product,recos_grp3_top3_wide,reco_top2_grp3_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 2 at grp3 level.,Pivoted from recommended_product where within-customer grp3 model rank = 2.,Business output,,,Exact
recos_grp3_top3_wide.reco_top2_grp3_rank,recos_grp3_top3_wide,reco_top2_grp3_rank,int64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 2 at grp3 level.,Pivoted from rank where within-customer grp3 model rank = 2.,Business output,,,Exact
recos_grp3_top3_wide.reco_top2_grp3_value_method,recos_grp3_top3_wide,reco_top2_grp3_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 2 at grp3 level.,Pivoted from order_value_estimation_method where within-customer grp3 model rank = 2.,Business output,,,Exact
recos_grp3_top3_wide.reco_top3_grp3_expected_order_value,recos_grp3_top3_wide,reco_top3_grp3_expected_order_value,float64,customer,Wide recommendation output,Expected order value for model-ranked recommendation 3 at grp3 level.,Pivoted from expected_order_value where within-customer grp3 model rank = 3.,Business output,,,Exact
recos_grp3_top3_wide.reco_top3_grp3_expected_revenue,recos_grp3_top3_wide,reco_top3_grp3_expected_revenue,float64,customer,Wide recommendation output,Expected revenue proxy for model-ranked recommendation 3 at grp3 level.,Pivoted from expected_revenue where within-customer grp3 model rank = 3.,Business output,,,Exact
recos_grp3_top3_wide.reco_top3_grp3_probability,recos_grp3_top3_wide,reco_top3_grp3_probability,float64,customer,Wide recommendation output,Model affinity score for model-ranked recommendation 3 at grp3 level.,Pivoted from model_probability where within-customer grp3 model rank = 3.,Business output,,,Exact
recos_grp3_top3_wide.reco_top3_grp3_product,recos_grp3_top3_wide,reco_top3_grp3_product,object,customer,Wide recommendation output,Recommended product name for model-ranked recommendation 3 at grp3 level.,Pivoted from recommended_product where within-customer grp3 model rank = 3.,Business output,,,Exact
recos_grp3_top3_wide.reco_top3_grp3_rank,recos_grp3_top3_wide,reco_top3_grp3_rank,int64,customer,Wide recommendation output,Model-probability rank for model-ranked recommendation 3 at grp3 level.,Pivoted from rank where within-customer grp3 model rank = 3.,Business output,,,Exact
recos_grp3_top3_wide.reco_top3_grp3_value_method,recos_grp3_top3_wide,reco_top3_grp3_value_method,object,customer,Wide recommendation output,Order-value estimation method for model-ranked recommendation 3 at grp3 level.,Pivoted from order_value_estimation_method where within-customer grp3 model rank = 3.,Business output,,,Exact
revenue_by_lead_tier.customer_lead_tier,revenue_by_lead_tier,customer_lead_tier,category,customer lead tier,Customer priority,Customer-level priority tier based on the best recommendation.,"qcut(rank(customer_top_lead_score), 40% Cold / 40% Warm / 20% Hot) across customers.",Business output,,,Exact
revenue_by_lead_tier.avg_expected_order_value,revenue_by_lead_tier,avg_expected_order_value,float64,customer lead tier,Summary,Mean expected order value in the summary group.,MEAN(expected_order_value).,Summary metric,,,Exact
revenue_by_lead_tier.avg_expected_revenue,revenue_by_lead_tier,avg_expected_revenue,float64,customer lead tier,Summary,Mean expected revenue proxy in the summary group.,MEAN(expected_revenue).,Summary metric,,,Exact
revenue_by_lead_tier.customers,revenue_by_lead_tier,customers,int64,customer lead tier,Summary,Number of distinct customers in the summary group.,NUNIQUE(ID_Customer).,Summary metric,,,Exact
revenue_by_lead_tier.total_expected_revenue,revenue_by_lead_tier,total_expected_revenue,float64,customer lead tier,Summary,Sum of expected revenue proxies in the summary group.,SUM(expected_revenue).,Summary metric,,Do not treat as a financial forecast until probabilities have future-horizon calibration.,Exact
revenue_opportunity_summary.product_group,revenue_opportunity_summary,product_group,object,product hierarchy-product,Recommendation,Hierarchy identifier of the recommendation: grp1 or grp3.,Assigned from the model group being scored.,Model output,,,Exact
revenue_opportunity_summary.recommended_product,revenue_opportunity_summary,recommended_product,object,product hierarchy-product,Recommendation,Product group recommended to the customer.,Target name after removing the purchase_flag prefix; only products not previously bought are retained.,Model output,,,Exact
revenue_opportunity_summary.avg_expected_order_value,revenue_opportunity_summary,avg_expected_order_value,float64,product hierarchy-product,Summary,Mean expected order value in the summary group.,MEAN(expected_order_value).,Summary metric,,,Exact
revenue_opportunity_summary.avg_expected_revenue,revenue_opportunity_summary,avg_expected_revenue,float64,product hierarchy-product,Summary,Mean expected revenue proxy in the summary group.,MEAN(expected_revenue).,Summary metric,,,Exact
revenue_opportunity_summary.avg_model_probability,revenue_opportunity_summary,avg_model_probability,float64,product hierarchy-product,Summary,Mean model probability/affinity in the summary group.,MEAN(model_probability).,Summary metric,,,Exact
revenue_opportunity_summary.customers,revenue_opportunity_summary,customers,int64,product hierarchy-product,Summary,Number of distinct customers in the summary group.,NUNIQUE(ID_Customer).,Summary metric,,,Exact
revenue_opportunity_summary.median_value_support,revenue_opportunity_summary,median_value_support,float64,product hierarchy-product,Summary,Median segment-product event support in the summary group.,MEDIAN(segment_product_value_events).,Summary metric,,,Exact
revenue_opportunity_summary.recommendation_rows,revenue_opportunity_summary,recommendation_rows,int64,product hierarchy-product,Summary,Number of recommendation rows in the summary group.,COUNT(recommendation rows).,Summary metric,,,Exact
revenue_opportunity_summary.total_expected_revenue,revenue_opportunity_summary,total_expected_revenue,float64,product hierarchy-product,Summary,Sum of expected revenue proxies in the summary group.,SUM(expected_revenue).,Summary metric,,Do not treat as a financial forecast until probabilities have future-horizon calibration.,Exact
segment_product_value_stats.segment_product_mean_order_value,segment_product_value_stats,segment_product_mean_order_value,float64,segment-product hierarchy-product,Expected value,Mean capped event value for a product within a customer peer segment.,"MEAN(order_value_capped) by value_segment, product_group, and recommended_product.",Engineered feature,,,Exact
segment_product_value_stats.segment_product_median_order_value,segment_product_value_stats,segment_product_median_order_value,float64,segment-product hierarchy-product,Expected value,Median capped event value for a product within a customer peer segment.,"MEDIAN(order_value_capped) by value_segment, product_group, and recommended_product.",Diagnostic,,,Exact
segment_product_value_stats.value_segment,segment_product_value_stats,value_segment,object,segment-product hierarchy-product,Expected value,Peer segment used to estimate order value.,Latest Customer_Segment; fallback to cohort_ML; final fallback 'Unknown'.,Intermediate feature,,,Exact
segment_product_value_stats.segment_product_value_events,segment_product_value_stats,segment_product_value_events,int64,segment-product hierarchy-product,Expected value support,Historical value-event count for a product within the peer segment.,"COUNT(order_value_capped) by value_segment, product_group, and recommended_product.",Diagnostic,,,Exact
segment_product_value_stats.product_group,segment_product_value_stats,product_group,object,segment-product hierarchy-product,Recommendation,Hierarchy identifier of the recommendation: grp1 or grp3.,Assigned from the model group being scored.,Model output,,,Exact
segment_product_value_stats.recommended_product,segment_product_value_stats,recommended_product,object,segment-product hierarchy-product,Recommendation,Product group recommended to the customer.,Target name after removing the purchase_flag prefix; only products not previously bought are retained.,Model output,,,Exact
value_events._value_event_id,value_events,_value_event_id,string,customer-value-event-product,Expected value,Identifier of the best available historical value event.,Order/invoice ID when present; otherwise YearMonth derived from Date.,Intermediate key,,,Exact
value_events.order_value,value_events,order_value,float64,customer-value-event-product,Expected value,Historical sales value of a customer-product value event.,"SUM(Sales) by ID_Customer, value_event_id, and product group.",Intermediate feature,,,Exact
value_events.order_value_capped,value_events,order_value_capped,float64,customer-value-event-product,Expected value,Winsorized historical event value used in expected-order-value estimates.,"For products with >=20 events, clip order_value to product 1st/99th percentiles; otherwise unchanged.",Intermediate feature,,,Exact
value_events.value_segment,value_events,value_segment,object,customer-value-event-product,Expected value,Peer segment used to estimate order value.,Latest Customer_Segment; fallback to cohort_ML; final fallback 'Unknown'.,Intermediate feature,,,Exact
value_events.ID_Customer,value_events,ID_Customer,object,customer-value-event-product,Identifier,Unique customer identifier.,Source-system customer key; no calculation.,Key,Excluded from model features; used for joins and output grain.,,Exact
value_events.product_group,value_events,product_group,object,customer-value-event-product,Recommendation,Hierarchy identifier of the recommendation: grp1 or grp3.,Assigned from the model group being scored.,Model output,,,Exact
value_events.recommended_product,value_events,recommended_product,object,customer-value-event-product,Recommendation,Product group recommended to the customer.,Target name after removing the purchase_flag prefix; only products not previously bought are retained.,Model output,,,Exact
